Label,Pixels
n02093991-Irish_terrier,[ 79  77  76 ... 143 146 153]
n02093991-Irish_terrier,[222 223 223 ... 216 211 172]
n02093991-Irish_terrier,[255 251 253 ... 135 132  83]
n02093991-Irish_terrier,[103 104 107 ... 166 167 166]
n02093991-Irish_terrier,[156 155 154 ...  91  95  97]
n02093991-Irish_terrier,[ 26  25  25 ... 220 220 220]
n02093991-Irish_terrier,[ 67  75  86 ... 152 176 115]
n02093991-Irish_terrier,[132 132 132 ...  72  75  74]
n02093991-Irish_terrier,[185 171 191 ... 167 112  88]
n02093991-Irish_terrier,[ 4  5  6 ... 52 54 55]
n02093991-Irish_terrier,[19 18 16 ... 46 43 42]
n02093991-Irish_terrier,[245 245 245 ... 135 124 121]
n02093991-Irish_terrier,[ 81  81  81 ... 163 162 162]
n02093991-Irish_terrier,[131 136 142 ... 110 149 115]
n02093991-Irish_terrier,[120 120 119 ...  62  50  91]
n02093991-Irish_terrier,[ 3  3  3 ... 61 49 54]
n02093991-Irish_terrier,[  3  14  25 ... 216 217 192]
n02093991-Irish_terrier,[ 50  50  50 ... 175 165 165]
n02093991-Irish_terrier,[109 121 125 ... 126 125 124]
n02093991-Irish_terrier,[106 105 104 ... 106 109 108]
n02093991-Irish_terrier,[255 255 255 ...  87  90  90]
n02093991-Irish_terrier,[176 176 176 ...  73  80  89]
n02093991-Irish_terrier,[27 27 27 ... 30 31 32]
n02093991-Irish_terrier,[129 128 145 ... 188 188 187]
n02093991-Irish_terrier,[139 144 147 ...  29  28  28]
n02093991-Irish_terrier,[  5   5   6 ... 164 115 110]
n02093991-Irish_terrier,[ 98  98  96 ... 145 148 150]
n02093991-Irish_terrier,[78 76 73 ... 65 61 59]
n02093991-Irish_terrier,[ 73  74  75 ... 203 206 208]
n02093991-Irish_terrier,[116 119 108 ... 250 234 215]
n02093991-Irish_terrier,[208 195 196 ... 130 125 136]
n02093991-Irish_terrier,[ 13  10   8 ...  79  84 120]
n02093991-Irish_terrier,[ 99  97  92 ... 108 115 110]
n02093991-Irish_terrier,[ 34  44  39 ... 187 186 183]
n02093991-Irish_terrier,[173 154 150 ... 150  98 137]
n02093991-Irish_terrier,[180 184 188 ... 124 126 131]
n02093991-Irish_terrier,[248 248 248 ... 146 122 124]
n02093991-Irish_terrier,[  5   5   5 ... 221 224 226]
n02093991-Irish_terrier,[112 112 112 ...  64  84 107]
n02093991-Irish_terrier,[ 46  47  69 ... 119 120 121]
n02093991-Irish_terrier,[210 211 212 ...  17  17  18]
n02093991-Irish_terrier,[104 135 110 ...  74  71  70]
n02093991-Irish_terrier,[146 146 145 ...  81  80  79]
n02093991-Irish_terrier,[ 85  74  70 ... 147 137 131]
n02093991-Irish_terrier,[34 34 34 ... 16 16 16]
n02093991-Irish_terrier,[25 25 25 ...  4  4  4]
n02093991-Irish_terrier,[194 181 171 ... 124 149 162]
n02093991-Irish_terrier,[ 47  43  39 ... 121 110 113]
n02093991-Irish_terrier,[255 255 255 ... 255 255 255]
n02093991-Irish_terrier,[  5  20   1 ... 164 160 163]
n02093991-Irish_terrier,[104 103 102 ...  40  40  40]
n02093991-Irish_terrier,[103  65  44 ... 116 145 165]
n02093991-Irish_terrier,[198 197 187 ...  92  23  43]
n02093991-Irish_terrier,[ 14  17  21 ... 157 147 144]
n02093991-Irish_terrier,[117 120 124 ...  80  65  80]
n02093991-Irish_terrier,[105 101  99 ...  86 140 166]
n02093991-Irish_terrier,[186 188 191 ...  27  26  26]
n02093991-Irish_terrier,[118 114 114 ...  72  69  67]
n02093991-Irish_terrier,[107 108 106 ... 255 255 255]
n02093991-Irish_terrier,[  1   1   1 ... 162 161 160]
n02093991-Irish_terrier,[74 73 72 ... 86 82 78]
n02093991-Irish_terrier,[148 148 147 ...  97  81 103]
n02093991-Irish_terrier,[109  73  68 ...  66  81  98]
n02093991-Irish_terrier,[ 10  10  11 ... 113 122 115]
n02093991-Irish_terrier,[177 176 175 ... 255 248 255]
n02093991-Irish_terrier,[ 51  50  49 ... 171 161 138]
n02093991-Irish_terrier,[ 39  38  36 ... 144 145 145]
n02093991-Irish_terrier,[ 68  54  43 ... 150 157 191]
n02093991-Irish_terrier,[130 137 122 ... 221 217 218]
n02093991-Irish_terrier,[114 118 115 ...  60  56  51]
n02093991-Irish_terrier,[ 31  32  35 ... 204 197 197]
n02093991-Irish_terrier,[44 71 92 ... 22 24 25]
n02093991-Irish_terrier,[ 36  50  77 ... 186 138 161]
n02093991-Irish_terrier,[153 151 164 ... 167 158 152]
n02093991-Irish_terrier,[61 61 56 ... 90 92 93]
n02093991-Irish_terrier,[104 105 106 ... 120 124 129]
n02093991-Irish_terrier,[82 68 65 ... 10 40 70]
n02093991-Irish_terrier,[160 160 160 ... 187 178 173]
n02093991-Irish_terrier,[254 254 254 ...  28  26  25]
n02093991-Irish_terrier,[196 196 197 ... 120 126 131]
n02093991-Irish_terrier,[111 109 111 ... 232 235 242]
n02093991-Irish_terrier,[ 99 108 114 ...  33  32  60]
n02093991-Irish_terrier,[ 27  27  27 ... 217 217 217]
n02093991-Irish_terrier,[21 21 21 ... 13 12 11]
n02093991-Irish_terrier,[29 35 36 ...  7 10 10]
n02093991-Irish_terrier,[194 194 194 ... 125 126 124]
n02093991-Irish_terrier,[166 166 166 ...  81  82  82]
n02093991-Irish_terrier,[124 124 124 ... 150 149 148]
n02093991-Irish_terrier,[ 21  20  21 ... 179 182 185]
n02093991-Irish_terrier,[210 212 213 ... 110 111 113]
n02093991-Irish_terrier,[131 131 132 ...  64  67  68]
n02093991-Irish_terrier,[ 20  23  19 ... 213 214 213]
n02093991-Irish_terrier,[113 113 114 ...   5   2   9]
n02093991-Irish_terrier,[170 129 169 ... 200 198 189]
n02093991-Irish_terrier,[102 102 102 ... 152 145 137]
n02093991-Irish_terrier,[ 49  56  65 ... 186 167 231]
n02093991-Irish_terrier,[ 37  36  35 ... 135 136 135]
n02093991-Irish_terrier,[  8   8   8 ... 138 119 113]
n02093991-Irish_terrier,[ 24  24  24 ... 125 125 124]
n02093991-Irish_terrier,[14 14 14 ... 16 17 18]
n02093991-Irish_terrier,[248 248 248 ... 120 119 118]
n02093991-Irish_terrier,[ 91  91  80 ...  12 137  57]
n02093991-Irish_terrier,[ 72  73  75 ... 142  91  55]
n02093991-Irish_terrier,[ 78  73  72 ... 171 176 172]
n02093991-Irish_terrier,[179 164 168 ... 158 172 191]
n02093991-Irish_terrier,[119 108 108 ... 194 193 193]
n02093991-Irish_terrier,[139 139 139 ... 175 175 175]
n02113186-Cardigan,[ 69  61  11 ... 129 131  97]
n02113186-Cardigan,[ 14   1  14 ... 167 166 166]
n02113186-Cardigan,[ 35  33  39 ... 162 159 158]
n02113186-Cardigan,[67 66 65 ... 92 93 93]
n02113186-Cardigan,[1 1 1 ... 1 1 1]
n02113186-Cardigan,[239 232 217 ... 153 153 153]
n02113186-Cardigan,[121 101 115 ... 127  94 109]
n02113186-Cardigan,[ 86  86  86 ... 120 119 118]
n02113186-Cardigan,[ 73  68  65 ...  91 137  59]
n02113186-Cardigan,[54 59 59 ... 96 68 75]
n02113186-Cardigan,[247 247 247 ... 245 245 245]
n02113186-Cardigan,[102  78  64 ... 139 144 112]
n02113186-Cardigan,[  4  18  24 ... 154 155 150]
n02113186-Cardigan,[145 195 155 ... 130 141 118]
n02113186-Cardigan,[137 140 146 ... 138 116  95]
n02113186-Cardigan,[ 61  49  41 ... 108 103 130]
n02113186-Cardigan,[111  98 102 ...  51 128 151]
n02113186-Cardigan,[234 234 234 ... 238 237 237]
n02113186-Cardigan,[ 10  10  10 ... 105 105 105]
n02113186-Cardigan,[62 58 49 ... 82 79 66]
n02113186-Cardigan,[111 112 112 ... 158 164 149]
n02113186-Cardigan,[49 30 31 ... 24 22 23]
n02113186-Cardigan,[152 169  95 ... 175 185 188]
n02113186-Cardigan,[129 139 162 ... 114 105 108]
n02113186-Cardigan,[62 63 64 ... 40 34 30]
n02113186-Cardigan,[173 131  91 ... 160 168 165]
n02113186-Cardigan,[ 72  86  72 ...  96 163 141]
n02113186-Cardigan,[57 80 90 ... 47 57 59]
n02113186-Cardigan,[ 42  41  41 ... 102 103 104]
n02113186-Cardigan,[190 189 189 ... 108 111 113]
n02113186-Cardigan,[117 123 128 ... 204 143  80]
n02113186-Cardigan,[ 93  89  90 ... 204 170 177]
n02113186-Cardigan,[149 169 160 ... 192 119  88]
n02113186-Cardigan,[85 84 82 ... 21 13 11]
n02113186-Cardigan,[190 193 196 ... 205 206 210]
n02113186-Cardigan,[110 121  89 ...  74  56  60]
n02113186-Cardigan,[149 156 155 ...  88  87  87]
n02113186-Cardigan,[107  86  33 ... 116  61  82]
n02113186-Cardigan,[170 172 176 ... 181 182 182]
n02113186-Cardigan,[122 126 126 ...  45  86  67]
n02113186-Cardigan,[196 181 195 ... 164 153 163]
n02113186-Cardigan,[146 119 186 ... 119  41  96]
n02113186-Cardigan,[199 200 200 ... 206 206 206]
n02113186-Cardigan,[ 57  50  49 ...  92 104 111]
n02113186-Cardigan,[ 3  4  8 ... 54 49 74]
n02113186-Cardigan,[ 97 100 103 ... 135 135 135]
n02113186-Cardigan,[22 22 22 ... 74 76 77]
n02113186-Cardigan,[ 93 109 103 ...  56  58  58]
n02113186-Cardigan,[ 63  69  79 ... 120 101  59]
n02113186-Cardigan,[200 200 200 ...  55  55  56]
n02113186-Cardigan,[217 188 219 ... 210 195 183]
n02113186-Cardigan,[ 34  27  20 ... 171 172 159]
n02113186-Cardigan,[235 235 236 ... 226 226 226]
n02113186-Cardigan,[155 149 147 ... 116 110 111]
n02113186-Cardigan,[236 236 236 ... 150 149 164]
n02113186-Cardigan,[101 105 112 ... 252 251 250]
n02113186-Cardigan,[113 114 115 ... 119 119 117]
n02113186-Cardigan,[ 82  84  70 ... 110 109 104]
n02113186-Cardigan,[119  80 100 ...  83  52  55]
n02113186-Cardigan,[ 70  70  70 ... 152 153 153]
n02113186-Cardigan,[71 86 83 ... 72 52 41]
n02113186-Cardigan,[ 54  57  40 ...  38 150  98]
n02113186-Cardigan,[ 85  95  97 ... 126  86  66]
n02113186-Cardigan,[ 44  37  44 ... 169 160 101]
n02113186-Cardigan,[147 150 155 ...  68 102  79]
n02113186-Cardigan,[87 82 77 ... 76 79 71]
n02113186-Cardigan,[254 254 254 ... 100  93  50]
n02113186-Cardigan,[255 255 255 ...   6 109   5]
n02113186-Cardigan,[254 254 254 ... 100  93  50]
n02113186-Cardigan,[197 199 202 ... 138 145 156]
n02113186-Cardigan,[183 185 185 ... 191 191 191]
n02113186-Cardigan,[127 127 127 ... 254 254 254]
n02113186-Cardigan,[ 7  5  5 ... 92 89 88]
n02113186-Cardigan,[190 190 189 ... 156 158 159]
n02113186-Cardigan,[176 173 170 ...  50  52  55]
n02113186-Cardigan,[187 187 187 ...  65  63  63]
n02113186-Cardigan,[205 226 211 ... 198 195 182]
n02113186-Cardigan,[ 22  19  15 ... 194 193 196]
n02113186-Cardigan,[111 111 111 ... 100 100 100]
n02113186-Cardigan,[ 12  11  11 ... 121 132 102]
n02113186-Cardigan,[20 30 76 ...  6  6  6]
n02113186-Cardigan,[101 115 103 ... 124 114 105]
n02113186-Cardigan,[31 46 32 ... 45 60 69]
n02113186-Cardigan,[ 64  70  75 ... 195 141 172]
n02113186-Cardigan,[25 25 25 ... 64 62 61]
n02113186-Cardigan,[153 157 149 ... 210 112 174]
n02113186-Cardigan,[ 57  45  51 ... 157 158 159]
n02113186-Cardigan,[177 155 186 ... 115 123 123]
n02113186-Cardigan,[ 13  13  13 ... 120 106  76]
n02113186-Cardigan,[ 47 120 108 ... 101 103 103]
n02113186-Cardigan,[117 115 127 ...  19  31  34]
n02113186-Cardigan,[168 154 169 ... 156 156 157]
n02113186-Cardigan,[ 75  73  69 ... 178 176 159]
n02113186-Cardigan,[128 126 120 ... 178 108 105]
n02113186-Cardigan,[77 79 81 ... 51 53 55]
n02113186-Cardigan,[185 184 185 ... 173 170 166]
n02113186-Cardigan,[ 96 109 116 ...  69  93 109]
n02113186-Cardigan,[19 12  4 ... 13  9  5]
n02113186-Cardigan,[ 47  43  40 ... 143 139 147]
n02113186-Cardigan,[130 130 130 ...  92 118  92]
n02113186-Cardigan,[ 40  41  42 ... 168  84  71]
n02113186-Cardigan,[132 145 125 ...  31  11  48]
n02113186-Cardigan,[105  31 102 ...  81  77  72]
n02113186-Cardigan,[130 108 107 ...  59  75  56]
n02113186-Cardigan,[101 104 115 ...  63  71  64]
n02113186-Cardigan,[ 88 115  53 ...  66  62  56]
n02113186-Cardigan,[ 66  67  70 ... 126 161 160]
n02113186-Cardigan,[116 146 145 ...  34  18  56]
n02113186-Cardigan,[40 40 40 ... 61 63 65]
n02113186-Cardigan,[ 75  73  86 ...  79 100  99]
n02113186-Cardigan,[167 178 198 ... 133 102  85]
n02113186-Cardigan,[ 70  55  83 ... 121 114 100]
n02113186-Cardigan,[ 2  0  0 ... 25 26 22]
n02113186-Cardigan,[ 58  88 104 ... 110 110 110]
n02113186-Cardigan,[ 53  53  54 ... 125 125 125]
n02113186-Cardigan,[ 58  58  59 ... 197 192 185]
n02113186-Cardigan,[131 131 128 ...  87  84  81]
n02113186-Cardigan,[194 194 194 ... 115 115 114]
n02113186-Cardigan,[ 10   9   9 ... 137 122 120]
n02113186-Cardigan,[77 75 75 ... 62 65 69]
n02113186-Cardigan,[39 36 33 ... 79 81 83]
n02113186-Cardigan,[174 181 191 ... 134 131 125]
n02113186-Cardigan,[93 93 95 ... 33 35 36]
n02113186-Cardigan,[199 200 199 ... 104 100  98]
n02113186-Cardigan,[161 164 166 ... 135 177 218]
n02113186-Cardigan,[124 120 119 ... 151 150 150]
n02113186-Cardigan,[113  96  98 ... 138 139 139]
n02113186-Cardigan,[ 53  67  73 ... 220 220 220]
n02113186-Cardigan,[13 10  7 ...  0  7 23]
n02113186-Cardigan,[162 149 155 ...  74  76  82]
n02113186-Cardigan,[10 10 10 ... 90 83 80]
n02113186-Cardigan,[55 56 56 ... 66 64 63]
n02113186-Cardigan,[ 32  39  51 ... 246 246 246]
n02113186-Cardigan,[147 148 149 ... 179 163 170]
n02113186-Cardigan,[181 181 181 ...  59  87 117]
n02113186-Cardigan,[134 146 158 ... 137 147 153]
n02113186-Cardigan,[239 238 238 ... 145 144 142]
n02113186-Cardigan,[134 135 137 ... 130 127 123]
n02113186-Cardigan,[191 192 193 ... 204 176 140]
n02113186-Cardigan,[210 201 205 ... 178 187 194]
n02113186-Cardigan,[191 187 187 ... 139 141 137]
n02113186-Cardigan,[146 111  65 ... 191 184 185]
n02113186-Cardigan,[ 73  83  81 ... 107 131 165]
n02113186-Cardigan,[35 55 50 ... 66 80 85]
n02113186-Cardigan,[ 10  10  10 ... 122 131 140]
n02113186-Cardigan,[ 44  45  45 ... 143 143 143]
n02113186-Cardigan,[255 255 255 ...  50  50  49]
n02113186-Cardigan,[35 27 23 ... 85 91 53]
n02113186-Cardigan,[134 112 118 ... 117 163 137]
n02113186-Cardigan,[ 8  8  8 ... 70 71 72]
n02113186-Cardigan,[230 230 230 ... 255 255 255]
n02113186-Cardigan,[143 135 103 ...  64  62  64]
n02113186-Cardigan,[178 180 181 ... 227 208 207]
n02113186-Cardigan,[101 101 101 ...  76  76  76]
n02113186-Cardigan,[ 85  85  85 ...  92 100 101]
n02093256-Staffordshire_bullterrier,[ 91  88  74 ... 178 178 178]
n02093256-Staffordshire_bullterrier,[ 81  87 104 ...  73  77  66]
n02093256-Staffordshire_bullterrier,[ 26  36  97 ... 118 120 122]
n02093256-Staffordshire_bullterrier,[44 45 50 ... 11  7  7]
n02093256-Staffordshire_bullterrier,[86 86 86 ... 60 57 60]
n02093256-Staffordshire_bullterrier,[ 95 139 165 ... 183 176 166]
n02093256-Staffordshire_bullterrier,[139 151 136 ...  32  58 158]
n02093256-Staffordshire_bullterrier,[182 165 188 ... 145 115 161]
n02093256-Staffordshire_bullterrier,[190 160 185 ... 175 163 143]
n02093256-Staffordshire_bullterrier,[  6  20  15 ... 159 167 179]
n02093256-Staffordshire_bullterrier,[205 211 208 ... 140 155 163]
n02093256-Staffordshire_bullterrier,[151 151 158 ... 144 149 145]
n02093256-Staffordshire_bullterrier,[127 117 112 ... 149 130  68]
n02093256-Staffordshire_bullterrier,[ 76  75  76 ... 117 172 197]
n02093256-Staffordshire_bullterrier,[230 230 230 ... 218 218 218]
n02093256-Staffordshire_bullterrier,[40 36 42 ... 21 22 22]
n02093256-Staffordshire_bullterrier,[ 83  81  81 ... 158 158 158]
n02093256-Staffordshire_bullterrier,[147 141 139 ... 208 224 226]
n02093256-Staffordshire_bullterrier,[ 47  47  47 ... 222 220 213]
n02093256-Staffordshire_bullterrier,[202 198 198 ... 121 113 118]
n02093256-Staffordshire_bullterrier,[127 109 134 ... 117 117 112]
n02093256-Staffordshire_bullterrier,[137 146 156 ... 159 143 144]
n02093256-Staffordshire_bullterrier,[253 243 248 ...  91 101 107]
n02093256-Staffordshire_bullterrier,[41 28 17 ... 34 25 23]
n02093256-Staffordshire_bullterrier,[ 66  75  86 ... 142 143 149]
n02093256-Staffordshire_bullterrier,[157 163 169 ... 162 165 164]
n02093256-Staffordshire_bullterrier,[ 46  76 100 ...  17  17  17]
n02093256-Staffordshire_bullterrier,[125 131 136 ... 199 203 206]
n02093256-Staffordshire_bullterrier,[201 202 202 ... 216 215 214]
n02093256-Staffordshire_bullterrier,[186 154 137 ...  41  90  27]
n02093256-Staffordshire_bullterrier,[26 31 33 ... 46 44 42]
n02093256-Staffordshire_bullterrier,[ 70  35  25 ... 224 221 216]
n02093256-Staffordshire_bullterrier,[202 202 201 ... 204 202 219]
n02093256-Staffordshire_bullterrier,[24 24 24 ... 81 83 81]
n02093256-Staffordshire_bullterrier,[204 184 228 ... 187 175 141]
n02093256-Staffordshire_bullterrier,[111 106 110 ... 215 217 217]
n02093256-Staffordshire_bullterrier,[194 195 197 ... 224 223 211]
n02093256-Staffordshire_bullterrier,[ 37  39  40 ... 108 109 110]
n02093256-Staffordshire_bullterrier,[ 94  83  71 ... 191 177 163]
n02093256-Staffordshire_bullterrier,[166 158 159 ... 112 117 120]
n02093256-Staffordshire_bullterrier,[146 147 147 ... 174 143 110]
n02093256-Staffordshire_bullterrier,[193 193 193 ... 255 255 255]
n02093256-Staffordshire_bullterrier,[223 230 219 ... 233 205 222]
n02093256-Staffordshire_bullterrier,[153 159 169 ... 181 178 154]
n02093256-Staffordshire_bullterrier,[ 2 18  1 ... 14 30  1]
n02093256-Staffordshire_bullterrier,[255 255 255 ... 207 207 207]
n02093256-Staffordshire_bullterrier,[144 110 101 ...  71  95 124]
n02093256-Staffordshire_bullterrier,[57 69 80 ... 92 80 88]
n02093256-Staffordshire_bullterrier,[233 234 236 ... 225 225 225]
n02093256-Staffordshire_bullterrier,[227 219 210 ... 192 207 212]
n02093256-Staffordshire_bullterrier,[76 79 80 ... 89 92 97]
n02093256-Staffordshire_bullterrier,[181 180 184 ... 132 188 245]
n02093256-Staffordshire_bullterrier,[ 86  85  84 ... 118 126 117]
n02093256-Staffordshire_bullterrier,[254 254 254 ...  35  29  25]
n02093256-Staffordshire_bullterrier,[200 195 189 ... 162 154 160]
n02093256-Staffordshire_bullterrier,[166 155 157 ... 120 117 130]
n02093256-Staffordshire_bullterrier,[165 165 164 ... 139 148 145]
n02093256-Staffordshire_bullterrier,[134 132 135 ... 215 216 213]
n02093256-Staffordshire_bullterrier,[191 220 244 ... 193 203 193]
n02093256-Staffordshire_bullterrier,[252 254 252 ...  71  71  65]
n02093256-Staffordshire_bullterrier,[90 82 69 ... 26 25 26]
n02093256-Staffordshire_bullterrier,[139 139 139 ... 123 109 104]
n02093256-Staffordshire_bullterrier,[ 34  28  23 ... 131 129 128]
n02093256-Staffordshire_bullterrier,[210 206 200 ... 228 243 231]
n02093256-Staffordshire_bullterrier,[248 248 248 ... 157 156 156]
n02093256-Staffordshire_bullterrier,[242 223 213 ...  76 211 195]
n02093256-Staffordshire_bullterrier,[147 150 156 ...  55  57  57]
n02093256-Staffordshire_bullterrier,[186 186 186 ... 154 153 154]
n02093256-Staffordshire_bullterrier,[ 91  97  90 ... 101  97  94]
n02093256-Staffordshire_bullterrier,[181 172 170 ... 138 141 148]
n02093256-Staffordshire_bullterrier,[ 97  95  96 ... 172  45  99]
n02093256-Staffordshire_bullterrier,[111 109 108 ... 251 251 250]
n02093256-Staffordshire_bullterrier,[212 215 218 ...  41  45  65]
n02093256-Staffordshire_bullterrier,[60 60 61 ... 53 51 50]
n02093256-Staffordshire_bullterrier,[ 52  39  42 ... 111 136 111]
n02093256-Staffordshire_bullterrier,[187 185 182 ... 223 222 220]
n02093256-Staffordshire_bullterrier,[128 137 151 ... 117 137 140]
n02093256-Staffordshire_bullterrier,[123 124 125 ... 110 119 116]
n02093256-Staffordshire_bullterrier,[ 36  38  40 ... 121 137 147]
n02093256-Staffordshire_bullterrier,[143 139 136 ... 139 139 140]
n02093256-Staffordshire_bullterrier,[245 245 245 ... 146 147 252]
n02093256-Staffordshire_bullterrier,[253 253 253 ... 166 170 178]
n02093256-Staffordshire_bullterrier,[102 128 146 ...  94  95  95]
n02093256-Staffordshire_bullterrier,[179 181 182 ... 135 142 142]
n02093256-Staffordshire_bullterrier,[145 145 139 ... 216 218 220]
n02093256-Staffordshire_bullterrier,[ 47  23  29 ... 142 145 153]
n02093256-Staffordshire_bullterrier,[ 58  59  60 ... 118 121 123]
n02093256-Staffordshire_bullterrier,[158 155 152 ... 120 190 177]
n02093256-Staffordshire_bullterrier,[ 97  97 103 ... 169 190 186]
n02093256-Staffordshire_bullterrier,[251 254 253 ... 187 222 231]
n02093256-Staffordshire_bullterrier,[121 113 103 ... 123 125 134]
n02093256-Staffordshire_bullterrier,[109 145 168 ... 220 220 216]
n02093256-Staffordshire_bullterrier,[189 186 184 ... 190 160 149]
n02093256-Staffordshire_bullterrier,[157 155 153 ...  35  34  34]
n02093256-Staffordshire_bullterrier,[95 97 99 ... 89 89 88]
n02093256-Staffordshire_bullterrier,[135 156 173 ... 109 131 156]
n02093256-Staffordshire_bullterrier,[ 32  33  47 ... 156 165 172]
n02093256-Staffordshire_bullterrier,[101  79 104 ... 205 190 179]
n02093256-Staffordshire_bullterrier,[ 60  70  88 ...  33 150  95]
n02093256-Staffordshire_bullterrier,[213 202 194 ... 150 210 159]
n02093256-Staffordshire_bullterrier,[ 58  55  51 ... 178 175 173]
n02093256-Staffordshire_bullterrier,[140 132 124 ...  76 103 104]
n02093256-Staffordshire_bullterrier,[21 20 18 ... 70 72 67]
n02093256-Staffordshire_bullterrier,[44 44 44 ... 14 14 14]
n02093256-Staffordshire_bullterrier,[ 16  16  16 ...  98 126 123]
n02093256-Staffordshire_bullterrier,[188 186 185 ... 186 223 169]
n02093256-Staffordshire_bullterrier,[208 207 205 ... 145  77  69]
n02093256-Staffordshire_bullterrier,[30 62 35 ... 49 70 35]
n02093256-Staffordshire_bullterrier,[209 193 187 ...  70  43  45]
n02093256-Staffordshire_bullterrier,[206 186 196 ... 247 249 249]
n02093256-Staffordshire_bullterrier,[116 122 126 ... 169 168 170]
n02093256-Staffordshire_bullterrier,[103 100  96 ... 118 138 166]
n02093256-Staffordshire_bullterrier,[173 161 170 ... 233 231 230]
n02093256-Staffordshire_bullterrier,[ 85  22   0 ... 216 215 197]
n02093256-Staffordshire_bullterrier,[ 53  23  25 ... 143 148 155]
n02093256-Staffordshire_bullterrier,[ 98  95  86 ... 136 153 217]
n02093256-Staffordshire_bullterrier,[153 152 153 ...  76  98 114]
n02093256-Staffordshire_bullterrier,[204 212 218 ... 198 219 221]
n02093256-Staffordshire_bullterrier,[186 118 144 ...  48  50  43]
n02093256-Staffordshire_bullterrier,[ 60  60  61 ... 147 146 146]
n02093256-Staffordshire_bullterrier,[ 45  44  41 ... 135 134 134]
n02093256-Staffordshire_bullterrier,[131 132 134 ... 145 129 105]
n02093256-Staffordshire_bullterrier,[190 192 151 ... 183 157 215]
n02093256-Staffordshire_bullterrier,[118 131 142 ... 152 160 153]
n02093256-Staffordshire_bullterrier,[174 156 170 ...  14  16  11]
n02093256-Staffordshire_bullterrier,[243 243 243 ... 142 149 155]
n02093256-Staffordshire_bullterrier,[231 229 230 ...  61  67  69]
n02093256-Staffordshire_bullterrier,[187 196 202 ...   3   3   3]
n02093256-Staffordshire_bullterrier,[105  92  90 ...  99 104  95]
n02093256-Staffordshire_bullterrier,[70 70 70 ... 39 44 47]
n02093256-Staffordshire_bullterrier,[246 247 248 ... 172 166 190]
n02093256-Staffordshire_bullterrier,[111  80  64 ... 100  92  84]
n02093256-Staffordshire_bullterrier,[244 244 244 ... 131 133 131]
n02093256-Staffordshire_bullterrier,[204 202 199 ... 177 175 184]
n02093256-Staffordshire_bullterrier,[255 255 255 ... 108 106 105]
n02093256-Staffordshire_bullterrier,[ 49  48  49 ... 197 223 214]
n02093256-Staffordshire_bullterrier,[88 88 88 ... 32 32 33]
n02093256-Staffordshire_bullterrier,[168 167 166 ... 202 197 185]
n02093256-Staffordshire_bullterrier,[ 42  39  57 ... 114 119 127]
n02093256-Staffordshire_bullterrier,[252 252 252 ... 189 189 188]
n02093256-Staffordshire_bullterrier,[ 67  73  80 ... 201 188 175]
n02093256-Staffordshire_bullterrier,[ 75  73  66 ... 112 107 109]
n02093256-Staffordshire_bullterrier,[155 155 150 ... 121 113 112]
n02093256-Staffordshire_bullterrier,[195 197 200 ... 201 240 226]
n02093256-Staffordshire_bullterrier,[195 163 177 ...  80  71 116]
n02093256-Staffordshire_bullterrier,[123 128 136 ...  48  45  55]
n02093256-Staffordshire_bullterrier,[154 152 150 ... 208 213 214]
n02093256-Staffordshire_bullterrier,[156 155 139 ... 131 134 114]
n02093256-Staffordshire_bullterrier,[140 125  92 ... 207 203 203]
n02093256-Staffordshire_bullterrier,[ 95  98  96 ... 123 123 123]
n02093256-Staffordshire_bullterrier,[ 96  91  86 ... 106 116 122]
n02093256-Staffordshire_bullterrier,[ 50  51  52 ... 215 220 218]
n02093256-Staffordshire_bullterrier,[168 170 165 ... 159 139 153]
n02093256-Staffordshire_bullterrier,[217 216 215 ... 208 212 206]
n02093256-Staffordshire_bullterrier,[213 213 213 ... 185 235 154]
n02099849-Chesapeake_Bay_retriever,[183 169 185 ... 181 186 182]
n02099849-Chesapeake_Bay_retriever,[21 22 21 ... 26 45 50]
n02099849-Chesapeake_Bay_retriever,[ 8  8 11 ... 11 11 11]
n02099849-Chesapeake_Bay_retriever,[77 54 56 ... 44 53 48]
